File_Size,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,X,Y,Color_Channel,Modify_Bit,PSNR,MSE,SPACE,SPACE,
3900k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,440,0,5,24.48215542607445,2085.0060894097223,,,640,693,2,0,14.170302493995973,22402.300625482254,,,16,440,1,7,11.334281801733697,43042.22269338349,,,16,440,0,2,7.536745343408109,103192.54797839506,,,1366,2045,2,1,47.75018566935601,9.824360795506442,,,1828,594,2,0,16.64925326461638,12658.945900074314,,,1366,2045,0,5,29.174202663014135,707.7870364484118,,,1366,2045,2,6,11.296518314388369,43418.12242416537,,,
4000k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296,866,0,5,23.597904931194066,2555.8324344135804,,,214,711,0,0,13.960597030913224,23510.57047357253,,,1296,866,1,7,10.334953133256503,54178.57236882716,,,1296,866,0,2,7.524435191551852,103485.46397376544,,,1458,2411,2,1,47.563357990614435,10.256213935026967,,,154,610,0,0,16.537163904804018,12989.920101721766,,,1458,2411,0,5,28.566138898837494,814.1585357209925,,,1458,2411,2,6,11.359028050866325,42797.66403977386,,,
4100k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,213,1,5,23.17177899575342,2819.323885513117,,,1707,728,1,0,13.781930396310331,24497.95489390432,,,656,213,2,0,9.865081059174823,60369.10876784336,,,656,213,1,2,7.511441321434333,103795.55087191358,,,1550,331,0,2,46.92458124751888,11.881321440341036,,,717,625,1,0,16.4264562192592,13325.307764422883,,,1550,331,0,6,27.813583418778084,968.198774128869,,,1550,331,0,5,11.377098120836761,42619.96200614233,,,
4200k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,640,1,5,22.655146201204698,3175.471725983796,,,1280,746,2,0,13.597689339315671,25559.593138503085,,,16,640,2,0,9.862585951736873,60403.80197627315,,,16,640,1,2,7.502682525372043,104005.09565586419,,,1642,697,0,2,46.35757950732259,13.538324502735403,,,1280,640,2,0,16.336281377430602,13604.880534651236,,,1642,697,0,6,26.771681708828517,1230.7070811750066,,,1642,697,0,5,11.351765557683022,42869.29234357566,,,
4300k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296,1066,1,5,21.891683434735278,3785.772627797068,,,854,764,0,0,13.40849221568602,26697.68771267361,,,1296,1066,2,0,9.858877310399327,60455.40560522762,,,1296,1066,1,2,7.492627920642679,104246.16286265432,,,1734,1063,0,2,45.85050860531502,15.215001859650123,,,1844,655,0,0,16.251035551398488,13874.563060954873,,,1734,1063,0,6,25.65159056167177,1592.8094150907136,,,1734,1063,0,5,11.316002070712091,43223.77195501474,,,
4400k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,413,2,5,21.29919941054392,4339.132672646605,,,427,782,1,0,13.236899072415383,27773.65030623071,,,656,413,2,1,9.851822456470432,60553.6916015625,,,656,413,2,2,7.480998269012136,104525.69006944445,,,1826,1429,0,2,45.393156121243436,16.904691835149507,,,169,671,1,0,16.171320165393066,14131.58430608745,,,1826,1429,0,6,24.74090488425366,1964.411110916256,,,1826,1429,0,5,11.286065213219006,43522.75204250963,,,
4500k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,840,2,5,20.693806050180484,4988.18170621142,,,0,800,2,0,13.067880603412963,28875.85218267747,,,16,840,2,1,9.84745035079791,60614.682578125,,,16,840,2,2,7.472651549079883,104726.77150462964,,,1918,1795,0,2,44.9801308452232,18.59130114859883,,,732,686,2,0,16.091896101407496,14392.401310852392,,,1918,1795,0,6,24.20739553253158,2221.177763553342,,,1918,1795,0,5,11.267890556941794,43705.270711716235,,,
4600k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296,186,0,6,19.594325464518402,6425.254343171297,,,1494,817,0,0,12.920206949778683,29874.605244020062,,,1296,186,2,2,9.837525562249178,60753.361711998456,,,1296,186,0,1,7.462194385126021,104979.24179783951,,,2010,2161,0,2,44.60748047835029,20.256985744630946,,,1296,701,0,0,16.032772094743663,14589.676450837645,,,2010,2161,0,6,23.751766302259007,2466.8698670551107,,,2010,2161,0,5,11.244827916135623,43937.97917630287,,,
4700k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,613,0,6,18.27300959777885,8710.075319251544,,,1067,835,1,0,12.76863615064168,30935.65068913966,,,656,613,2,2,9.826992392624387,60900.88882571374,,,656,613,0,1,7.455913974694921,105131.1639853395,,,2102,81,1,2,44.26824246316204,21.902748884392604,,,1859,716,1,0,15.970577593537636,14800.115715176133,,,2102,81,0,7,23.083366810013686,2877.3069140622433,,,2102,81,1,5,11.217515177230535,44215.17544063478,,,
4800k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1040,0,6,17.327083372654993,10829.652793209876,,,640,853,2,0,12.627353134773589,31958.58607494213,,,16,1040,2,2,9.813839667515584,61085.60837721836,,,16,1040,0,1,7.449441494206379,105287.96236689815,,,2194,447,1,2,43.92976297208392,23.678084881884814,,,184,732,2,0,15.904830785788729,15025.875695359351,,,2194,447,0,7,21.455002246818577,4186.225758236716,,,2194,447,1,5,11.186826415781773,44528.72178684245,,,
4900k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296,386,1,6,16.929199576335925,11868.693445698302,,,214,871,0,0,12.483210160358686,33037.095159143515,,,1296,386,2,3,9.78559030112567,61484.24439670139,,,1296,386,1,1,7.444499598954901,105407.83914544753,,,48,814,1,2,43.60716855699653,25.503865807062578,,,748,747,0,0,15.848492331998848,15222.06727859751,,,48,814,0,7,20.364246689068665,5381.436268986517,,,48,814,1,5,11.160010217826212,44804.522014384704,,,
5000k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,813,1,6,16.10872084793338,14336.752419945988,,,1707,888,1,0,12.346636991224901,34092.52527826003,,,656,813,2,3,9.760705714760121,61837.553460165895,,,656,813,1,1,7.440457876370736,105505.98166473766,,,140,1180,1,2,43.324981979063615,27.216023571156644,,,1311,762,1,0,15.799410776676657,15395.074420348154,,,140,1180,0,7,19.804831883581166,6121.243867721516,,,140,1180,1,5,11.138510152591017,45026.880015666364,,,
5100k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,160,2,6,15.30739480160294,17241.831246624228,,,1280,906,2,0,12.172750263982358,35485.247928722994,,,16,160,2,4,9.733746347865392,62222.61163001543,,,16,160,2,1,7.433519638396414,105674.67150270061,,,232,1546,1,2,43.04290260778537,29.042407147194414,,,1874,777,2,0,15.750365971247327,15569.916130327496,,,232,1546,0,7,19.269206372263113,6924.720249068896,,,232,1546,1,5,11.113464906573258,45287.2948440561,,,
5200k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296,586,2,6,14.88260972779206,19013.492491319445,,,854,924,0,0,12.004686694668985,36885.374805652005,,,1296,586,2,4,9.685068470065865,62923.956666184415,,,1296,586,2,1,7.4300170782816775,105759.93189621913,,,324,1912,1,2,42.77751649543389,30.87245887396541,,,200,793,0,0,15.696325090035986,15764.868819403495,,,324,1912,0,7,18.701117240599327,7892.437406149779,,,324,1912,1,5,11.08057167917787,45631.60057784335,,,
5300k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,1013,2,6,14.184207315682034,22330.689800347223,,,427,942,1,0,11.852405312818304,38201.66915171682,,,656,1013,2,4,9.63126884936755,63708.295437885805,,,656,1013,2,1,7.423799517270116,105911.45114969136,,,416,2278,1,2,42.49684626452698,32.9335270073078,,,763,808,1,0,15.648709630964516,15938.663697802836,,,416,2278,0,7,18.183337035591606,8891.789374711827,,,416,2278,1,5,11.036367250530148,46098.431127547155,,,
5400k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,360,0,7,12.791345727465245,30774.308107638888,,,0,960,2,0,11.690417263769124,39653.46509934414,,,16,360,2,5,9.576517758198863,64516.54389371142,,,16,360,0,0,7.419455834824574,106017.43358072916,,,508,198,2,2,42.21311551546233,35.1569603160163,,,1326,823,2,0,15.610601847952951,16079.135146693148,,,508,198,1,0,17.9352894173684,9414.427787484006,,,508,198,2,5,10.968143999467427,46828.308454941296,,,
5500k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296,786,0,7,11.635678189045805,40156.425870466825,,,1494,977,0,0,11.52573838341877,41185.944693287034,,,1296,786,2,5,9.438858898733173,66594.2880705054,,,1296,786,0,0,7.417762269986097,106058.78395881559,,,600,564,2,2,41.98255352682017,37.07383541694525,,,1890,838,0,0,15.569600145604134,16231.656960316017,,,600,564,1,0,17.933508776914824,9418.288566001504,,,600,564,2,5,10.90648575049835,47497.88758067922,,,
5600k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,133,1,7,10.522403968559574,51889.856952160495,,,1067,995,1,0,11.372086631654163,42669.171187789354,,,656,133,2,6,9.201139438784914,70341.06288724922,,,656,133,1,0,7.413580656919608,106160.95204861111,,,692,930,2,2,41.731791381888186,39.2774904880175,,,215,854,1,0,15.530615664142482,16378.016484391726,,,692,930,1,0,17.93391970622409,9417.397449977603,,,692,930,2,5,10.881274507684903,47774.41959114003,,,
5700k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,560,1,7,9.615640978050235,63937.95954571759,,,640,1013,2,0,11.219475259811254,44195.22449845679,,,16,560,2,6,8.98822798828377,73875.43845823688,,,16,560,1,0,7.411775253032293,106205.09335069444,,,784,1296,2,2,41.46508589893369,41.765172589414824,,,778,869,2,0,15.49036973852273,16530.49644218607,,,784,1296,1,0,17.932110366037357,9421.321705587792,,,784,1296,2,5,10.850455443039447,48114.64945120227,,,
5800k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296,986,1,7,8.756834293902143,77918.29502314815,,,214,1031,0,0,11.082036349563415,45616.213786651235,,,1296,986,2,6,8.66392661318757,79603.14180941357,,,1296,986,1,0,7.407408899670491,106311.9245857446,,,876,1662,2,2,41.2553636153008,43.83151770832648,,,1342,884,0,0,15.4450445955068,16703.92036130554,,,876,1662,1,0,17.931706137977496,9422.19865429287,,,876,1662,2,5,10.806288513809218,48606.46294254375,,,
5900k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,333,2,7,8.542997727436054,81850.83186101467,,,1707,1048,1,0,10.964172239260128,46871.15401089892,,,656,333,2,7,8.544356503290095,81825.22722125772,,,656,333,2,0,7.407127700345939,106318.80835021219,,,968,2028,2,2,41.061236191378995,45.83521271255363,,,1905,899,1,0,15.392763813511598,16906.21894201618,,,968,2028,1,0,17.92949108463456,9427.005529992977,,,968,2028,2,5,10.769970968038667,49014.63506795943,,,
6000k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,760,2,7,7.9849359490949725,93074.19215181327,,,1280,1066,2,0,10.850277185204455,48116.62437596451,,,16,760,2,7,7.9857070313060285,93057.66845968364,,,16,760,2,0,7.403827457864569,106399.63166570217,,,1060,2394,2,2,40.87008553083382,47.89766224807952,,,230,915,2,0,15.3422231488323,17104.112934652116,,,1060,2394,1,0,17.929593435947556,9426.783363913435,,,1060,2394,2,5,10.750060528826053,49239.86090255506,,,
6100k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152,314,0,3,40.314935389690795,54.4288716709888,,,794,930,0,0,15.298306196607578,17277.951502407315,,,1152,314,1,1,17.92319094909716,9440.690832071037,,,1152,314,0,4,10.730374319536562,49463.56775447065,,,
6200k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244,680,0,3,39.81205869166873,61.11066379644832,,,1357,945,1,0,15.24964437291898,17472.636140089744,,,1244,680,1,1,17.92002020106924,9447.585918941177,,,1244,680,0,4,10.728044045034466,49490.115321690246,,,
6300k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336,1046,0,3,39.33869308425134,68.14807016543945,,,1920,960,2,0,15.202051496264646,17665.165911115302,,,1336,1046,1,1,17.915109288120785,9458.275097786907,,,1336,1046,0,4,10.713518070228528,49655.9234978667,,,
6400k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428,1412,0,3,38.9006217288768,75.38079222556642,,,246,976,0,0,15.165150991139726,17815.900198533178,,,1428,1412,1,1,17.911544342030115,9466.04219706884,,,1428,1412,0,4,10.703945540345005,49765.49363298179,,,
6500k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520,1778,0,3,38.52267997667566,82.23465459830462,,,809,991,1,0,15.130394249692804,17959.053546414892,,,1520,1778,1,1,17.907526536856192,9474.803605054156,,,1520,1778,0,4,10.699402557013748,49817.57859086017,,,
6600k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612,2144,0,3,38.17707206449447,89.04625596531186,,,1372,1006,2,0,15.100826530636509,18081.73987824224,,,1612,2144,1,1,17.90288402220682,9484.93738185376,,,1612,2144,0,4,10.689069777197219,49936.24620744635,,,
6700k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704,64,1,3,37.82998059419426,96.45501455203623,,,1936,1021,0,0,15.066142647110421,18226.723509667623,,,1704,64,1,2,17.898337161294684,9494.872869531478,,,1704,64,1,4,10.679390626588223,50047.663570659766,,,
6800k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796,430,1,3,37.511233342322164,103.80052165195387,,,261,1037,1,0,15.036261521620514,18352.562770498716,,,1796,430,1,2,17.89474645673954,9502.72638427021,,,1796,430,1,4,10.668784477121216,50170.037147698604,,,
6900k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,796,1,3,37.22904607948731,110.76900697606276,,,824,1052,2,0,14.995972527323689,18523.609525902477,,,1888,796,1,2,17.8905121385738,9511.995944574388,,,1888,796,1,4,10.651612687828518,50368.79968608814,,,
7000k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,1162,1,3,36.99501990767533,116.9017142028312,,,1388,1067,0,0,14.961488244624698,18671.278024087034,,,1980,1162,1,2,17.88605174301437,9521.770201682526,,,1980,1162,1,4,10.637667618077549,50530.792377553546,,,
7100k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072,1528,1,3,36.760509070373615,123.38772682068516,,,1951,1082,1,0,14.926528176716083,18822.185646971913,,,2072,1528,1,2,17.884845721479742,9524.414733215104,,,2072,1528,1,4,10.622905252345639,50702.84689708791,,,
7200k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164,1894,1,3,36.54729794243239,129.5964413092229,,,276,1098,2,0,14.891963308504295,18972.586408880434,,,2164,1894,1,2,17.876109991793715,9543.592146759642,,,2164,1894,1,4,10.60369974102823,50927.563177320015,,,
7300k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2261,1,3,36.37132234367278,134.95551472119496,,,840,1113,0,0,14.867653145739775,19079.085565826867,,,18,2261,1,2,17.874357500336302,9547.444012109281,,,18,2261,1,4,10.588538828666659,51105.658366562246,,,
7400k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,181,2,3,36.06431703254712,144.84088409739743,,,1403,1128,1,0,14.834476415396923,19225.393109758814,,,110,181,1,3,17.865050729571394,9567.925770914488,,,110,181,2,4,10.567830989467055,51349.920003624306,,,
7500k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,547,2,3,35.77810446094462,154.7078761845679,,,1966,1143,2,0,14.810760557252653,19330.665890290144,,,202,547,1,3,17.853151183394417,9594.17756553166,,,202,547,2,4,10.567694193269903,51351.53747395942,,,
7600k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,913,2,3,35.52106306657481,164.14080675202788,,,292,1159,0,0,14.782125648153002,19458.54242066528,,,294,913,1,3,17.836786379863586,9630.397923110591,,,294,913,2,4,10.558560045124707,51459.654471892245,,,
7700k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,1279,2,3,35.2720144256891,173.82867817969117,,,855,1174,1,0,14.750919862658666,19598.863312610472,,,386,1279,1,3,17.814484472659718,9679.979176120192,,,386,1279,2,4,10.548114728638664,51583.57022718421,,,
7800k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,1645,2,3,35.08740589837914,181.3770276214673,,,1418,1189,2,0,14.722565105826526,19727.241431908675,,,478,1645,1,3,17.7965993699665,9719.925434971798,,,478,1645,2,4,10.53549670203014,51733.65947431454,,,
7900k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,2011,2,3,34.90375719563882,189.21133535300837,,,1982,1204,0,0,14.697568821767957,19841.11106294532,,,570,2011,1,3,17.777747789278106,9762.208777694721,,,570,2011,2,4,10.525840652307652,51848.811418324825,,,
8000k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,2377,2,3,34.72764497840384,197.04180285224294,,,307,1220,1,0,14.665455086321753,19988.369158086334,,,662,2377,1,3,17.75921806704229,9803.94945624415,,,662,2377,2,4,10.513456953973533,51996.866797170995,,,
8100k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,297,0,4,34.35335761853184,214.7766719131452,,,870,1235,2,0,14.63173194947488,20144.183799013106,,,754,297,1,4,17.74710598806099,9831.32994467815,,,754,297,0,3,10.508612846735833,52054.89629874822,,,
8200k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846,663,0,4,33.85198711630183,241.05944852057343,,,1434,1250,0,0,14.605768103556432,20264.974423417123,,,846,663,1,4,17.716980026510775,9899.764594051896,,,846,663,0,3,10.499589085877316,52163.168288471556,,,
8300k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,1029,0,4,33.3196450054013,272.4948945479735,,,1997,1265,1,0,14.570168626742445,20431.77077766257,,,938,1029,1,4,17.693367550723003,9953.735938999092,,,938,1029,0,3,10.489600773086165,52283.27611164331,,,
8400k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030,1395,0,4,32.85957673647497,302.9459819135325,,,322,1281,2,0,14.544695789751907,20551.96214534207,,,1030,1395,1,4,17.672745703753627,10001.112208877072,,,1030,1395,0,3,10.484638640500112,52343.04772468702,,,
8500k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122,1761,0,4,32.44853432655385,333.0193261124836,,,886,1296,0,0,14.508499064660809,20723.97042516936,,,1122,1761,1,4,17.64551480375845,10064.017654071464,,,1122,1761,0,3,10.47688851905148,52436.53893172052,,,
8600k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214,2127,0,4,32.09483792491033,361.27597171285834,,,1449,1311,1,0,14.477179036191522,20873.965757045662,,,1214,2127,1,4,17.615320333651233,10134.231876266407,,,1214,2127,0,3,10.471420742659719,52502.598216928,,,
8700k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306,47,1,4,31.749774310415,391.1518956009227,,,2012,1326,2,0,14.443971710002529,21034.185484206857,,,1306,47,1,5,17.57408065380711,10230.922737017705,,,1306,47,1,3,10.46465538393796,52584.44952529599,,,
8800k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398,413,1,4,31.40711170140341,423.2643589468169,,,338,1342,0,0,14.404670286360652,21225.39795946328,,,1398,413,1,5,17.45395324296553,10517.863881100766,,,1398,413,1,3,10.462183623590747,52614.386159818845,,,
8900k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490,779,1,4,31.10696477274388,453.5512759245822,,,901,1357,1,0,14.367370793380807,21408.477902314662,,,1490,779,1,5,17.34292590551234,10790.219508679707,,,1490,779,1,3,10.45700990442538,52677.10265195607,,,
9000k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582,1145,1,4,30.85802238428693,480.3088975672561,,,1464,1372,2,0,14.32509427939464,21617.896954375366,,,1582,1145,1,5,17.256348819760476,11007.482111006133,,,1582,1145,1,3,10.449066097872471,52773.54404594103,,,
9100k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674,1511,1,4,30.57376790683294,512.7977129957027,,,2028,1387,0,0,14.285832916262818,21814.214471183463,,,1674,1511,1,5,17.16689733372462,11236.553836871053,,,1674,1511,1,3,10.446022922959465,52810.53632017256,,,
9200k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766,1877,1,4,30.295525639176045,546.726728616033,,,353,1403,1,0,14.248284466395798,22003.634568338304,,,1766,1877,1,5,17.05167929546643,11538.648421635658,,,1766,1877,1,3,10.438705256382958,52899.594705879346,,,
9300k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858,2243,1,4,30.05547537997611,577.79706613705,,,916,1418,2,0,14.20460863941625,22226.035637509252,,,1858,2243,1,5,16.930748273052462,11864.461817071808,,,1858,2243,1,3,10.430928872615745,52994.400437839824,,,
9400k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,163,2,4,29.88310957570804,601.1902279587619,,,1480,1433,0,0,14.175978441446048,22373.04139438685,,,1950,163,1,6,16.811298935227292,12195.313717860752,,,1950,163,2,3,10.4305643585826,52998.84857479191,,,
